nickname,team,conference,rating,lat,long,coords,score,wins,losses
GT,Georgia Tech,ACC-COASTAL,96.03,33.7725569213194,-84.3928527832031,"(33.7726,-84.3929)",5,GaSt UGA Memp Clem NCSU ,
KSU,Kansas State,BIG 12,86.1,39.2018636181424,-96.593792438507,"(39.2019,-96.5938)",5,Neb Mizz OkSt KU Ill ,
Ore,Oregon,PAC-12 NORTH,84.98,44.0582727242666,-123.068504333496,"(44.0583,-123.0685)",5,OrSt Wash BoSt Cal USC ,
Pitt,Pittsburgh,ACC-COASTAL,78.02,40.4467837650163,-80.0157558917999,"(40.4468,-80.0158)",5,WVU PaSt Rutg JMU OhSt ,
UCF,UCF,AAC,72.89,28.607958859227,-81.1929988861084,"(28.608,-81.193)",5,FAU UF Mia FSU USF ,
OhSt,Ohio State,BIG TEN-EAST,94.66,40.0016856893694,-83.019728064537,"(40.0017,-83.0197)",4,Ohio Ball Cinc Mich ,Pitt 
Tenn,Tennessee,SEC-EAST,93.37,35.9547343726225,-83.9253330230712,"(35.9547,-83.9253)",4,WKU Vand USCe Mars ,Clem 
Mich,Michigan,BIG TEN-EAST,92.42,42.2658687325173,-83.7487256526947,"(42.2659,-83.7487)",4,EMU MSU Tol Akr ,OhSt 
PaSt,Penn State,BIG TEN-EAST,91.5,40.8121527327504,-77.8562021255493,"(40.8122,-77.8562)",4,Buff Syr Rutg Mary ,Pitt 
UTex,Texas,BIG 12,87.17,30.2836034020682,-97.7323365211486,"(30.2836,-97.7323)",4,TxSt UTSA Hou Lous ,Bay 
TCU,TCU,BIG 12,87.0,32.7099159694234,-97.3679959774017,"(32.7099,-97.368)",4,SMU Bay Hou NoTX ,OU 
Wash,Washington,PAC-12 NORTH,86.0,47.6504305440122,-122.302919847393,"(47.6504,-122.3029)",4,WSU OrSt BoSt SJSU ,Ore 
Clem,Clemson,ACC-ATLANTIC,85.58,34.6787466574134,-82.8431797027587,"(34.6787,-82.8432)",4,UGA USCe Tenn VPI ,GT 
FSU,Florida State,ACC-ATLANTIC,84.33,30.4375475846212,-84.304533981035,"(30.4375,-84.3045)",4,Troy SoAL UF Mia ,UCF 
USC,Southern California,PAC-12 SOUTH,83.58,34.0140097406291,-118.287895917892,"(34.014,-118.2879)",4,SDSU UCLA FrSt Ariz ,Ore 
OU,Oklahoma,BIG 12,82.6,35.205899594885,-97.4425506591796,"(35.2059,-97.4426)",4,NoTX Tuls SMU TCU ,OkSt 
Ill,Illinois,BIG TEN-WEST,79.54,40.0993057313305,-88.2359862327575,"(40.0993,-88.236)",4,Purd NW Minn Ind ,KSU 
Bay,Baylor,BIG 12,79.41,31.5586626355116,-97.1156001091003,"(31.5587,-97.1156)",4,UTex TxSt UTSA Tuln ,TCU 
UK,Kentucky,SEC-EAST,77.1,38.0226216812936,-84.5052051544189,"(38.0226,-84.5052)",4,MiaO Louv WKU Cinc ,Mars 
OkSt,Oklahoma State,BIG 12,76.49,36.1257086623585,-97.0665049552917,"(36.1257,-97.0665)",4,Tuls OU TTU AF ,KSU 
NCSU,NC State,ACC-ATLANTIC,75.01,35.8007596820789,-78.7194871902465,"(35.8008,-78.7195)",4,CCar Duke ECU UNC ,GT 
MSU,Michigan State,BIG TEN-EAST,73.33,42.7281691163326,-84.4848753511905,"(42.7282,-84.4849)",4,CMU WMU EMU Minn ,Mich 
Ariz,Arizona,PAC-12 SOUTH,70.55,32.2283402320714,-110.949039459228,"(32.2283,-110.949)",4,UTEP TTU ASU UNM ,USC 
Utah,Utah,PAC-12 SOUTH,88.69,40.7599478200457,-111.8488240242,"(40.7599,-111.8488)",3,UtSt UNLV CoSt ,BoSt WSU 
Iowa,Iowa,BIG TEN-WEST,81.5,41.6583889368098,-91.5514755249023,"(41.6584,-91.5515)",3,Neb Wisc NIU ,IaSt Minn 
Louv,Louisville,ACC-ATLANTIC,80.41,38.2054216852114,-85.758105615668,"(38.2054,-85.7581)",3,Ind Vand WKU ,Cinc UK 
Minn,Minnesota,BIG TEN-WEST,80.32,44.9765249691119,-93.2245758175849,"(44.9765,-93.2246)",3,Wisc IaSt Iowa ,Ill MSU 
Tuln,Tulane,AAC,79.77,29.9458981125284,-90.1151911230632,"(29.9459,-90.1152)",3,SoMS SoAL Memp ,Lous Bay 
UGA,Georgia,SEC-EAST,79.43,33.9498214894988,-83.3734416961669,"(33.9498,-83.3734)",3,GASO GaSt USCe ,Clem GT 
UCLA,UCLA,PAC-12 SOUTH,79.03,34.1615695872626,-118.167614936828,"(34.1616,-118.1676)",3,SDSU Stan Nev ,FrSt USC 
UF,Florida,SEC-EAST,77.7,29.6498686779723,-82.348666191101,"(29.6499,-82.3487)",3,USF FAU SoAL ,UCF FSU 
Wake,Wake Forest,ACC-ATLANTIC,77.29,36.0918348106127,-80.2553415298461,"(36.0918,-80.2553)",3,Char App Duke ,VPI UNC 
Mary,Maryland,BIG TEN-EAST,76.85,38.9912027514442,-76.9473117324878,"(38.9912,-76.9473)",3,Navy Temp ODU ,JMU PaSt 
FrSt,Fresno State,MWC-WEST,76.85,36.8143196952459,-119.758101566905,"(36.8143,-119.7581)",3,UCLA UNLV Cal ,USC SJSU 
IaSt,Iowa State,BIG 12,75.98,42.0140054110848,-93.6358094215393,"(42.014,-93.6358)",3,Iowa Mizz CoSt ,Minn Neb 
WSU,Washington State,PAC-12 NORTH,75.7,46.731967978653,-117.160585787811,"(46.732,-117.1606)",3,UtSt Utah OrSt ,Wash BoSt 
AF,Air Force,MWC-MOUNTAIN,75.37,38.9969074312268,-104.843688011169,"(38.9969,-104.8437)",3,Colo Wyo UNM ,CoSt OkSt 
